-2.044665636997162750e+00,3.182563304133152471e-01,-2.276221508062402421e+00,2.365984479014127118e+00,-1.804125629388622976e+00,1.557923259090935098e+00
-2.049373341899397793e+00,2.079787946451254754e-01,-2.251565056220774963e+00,2.192553443767272014e+00,-1.798135103402672463e+00,1.499687546870472232e+00
-2.626682422437277786e+00,-3.247941286629041358e-01,-2.438618105127026148e+00,2.971500818883155759e+00,-2.366820728943091368e+00,1.615793802459571715e+00
-2.516121074465783813e+00,-5.535556292479588691e-01,-1.774469279826223378e+00,2.515993193664437300e+00,-2.258541056455669604e+00,1.585943273033817214e+00
-2.425641438220381474e+00,-5.867169810681884812e-01,-1.707246236092681890e+00,2.243337063448539226e+00,-2.156871451283166152e+00,1.439275011674243210e+00
-2.340598092997572266e+00,-4.283888390871437579e-01,-1.944590727039160249e+00,2.325231391953920479e+00,-2.071894925106406937e+00,1.444187333820345032e+00
-2.692129234792611570e+00,-5.858744847805761324e-01,-1.983331734179600403e+00,2.505620277833202181e+00,-2.422933481622068008e+00,1.419038321763820498e+00
-1.771930825505474871e+00,-4.026721253778449139e-01,-1.910197269876464432e+00,2.271057191140794629e+00,-1.503714289738053544e+00,1.469882108331618475e+00
-1.781988587107008470e+00,-4.528264409294981974e-01,-1.887228965071188647e+00,2.161226040647317603e+00,-1.500522067763267131e+00,1.478182941558175756e+00
-1.545796080520814186e+00,-1.767338764228334469e-01,-2.498642873767657591e+00,-6.528962858471523134e-01,1.268078856144536637e+00,8.907046101229258994e-01
-1.108072514545952458e+00,-9.007016666860678811e-02,-2.501589393313959242e+00,-7.904000862520179638e-01,8.400946474409218823e-01,9.966005956139927235e-01
-6.047378648206924723e-01,-4.661258494471987035e-01,-1.685847979008931574e+00,1.634235718071368915e+00,-3.666811062075012728e-01,-1.818618208586182838e+00
-6.510146261699469861e-01,-6.635349879521497130e-01,-1.526220963034297107e+00,1.725628384724924302e+00,-4.076536529774088535e-01,1.894723948459166252e+00
-4.481159173589386313e-01,-4.843722797880145592e-01,-1.330698332789923555e+00,9.850071075604720505e-01,-2.427039549721614620e-01,2.279285299116256880e+00
-4.480514676601083934e-01,-1.751813611960875150e+00,1.330747634033407678e+00,-4.090224777604074546e-01,-2.426893509062360010e-01,-2.278357774395287194e+00
-9.753054668324727672e-01,-2.222148680726712122e+00,1.422907221096004982e+00,5.244980996255907968e-01,-7.116233618216956103e-01,-2.883202136466694654e+00
1.764558413888996924e+00,-2.060202520462656395e+00,1.913732284770119918e+00,-2.795688708060192873e+00,-2.039056861107653162e+00,1.388094038012317455e-01
1.764618502144557510e+00,-2.060245248563028042e+00,1.913825118176175621e+00,-2.795719954271675078e+00,-2.039099189670597667e+00,-1.651662632425503929e+00
2.050920236994720369e+00,-2.154659281695801454e+00,1.908853768867874834e+00,-2.652376627018266930e+00,-2.318682760296264078e+00,-1.575410022561286816e+00
2.051104610520155802e+00,-2.154661386567573444e+00,1.908895443041590312e+00,-2.652447510961835953e+00,-2.318620223606517428e+00,9.553891379736558775e-01
