-3.735691735160528992e-04,-3.945996966391973615e-03,2.364669838836874760e-04,5.196969450800281720e-04,-9.527510331253097320e-05,-1.248780568596785656e-04
-3.766753519531818029e-04,-1.190176057056870462e+00,1.556858171093981724e+00,-1.930808037878713357e+00,1.444439900035732194e-04,1.922944212726426017e+00
-4.544530206906927106e-04,-1.613469739245672052e+00,2.097512178712166886e+00,-1.954599339030695937e+00,1.758120618173819594e-04,1.828998196408111454e+00
3.805332906088310096e-04,-1.897469966667810759e+00,2.241799402636361904e+00,-1.893576207962714086e+00,1.680572609998876032e-04,1.907922935394131159e+00
-5.238832147185235044e-04,-7.251601240866367704e-01,-1.918450998731364265e+00,5.587164540868574392e-01,1.410298046415903173e-04,2.494777735235373939e+00
9.936769336585067336e-01,-1.625433988751677106e+00,1.107944289902336621e+00,5.173742894298802852e-01,9.941181364610782722e-01,4.100475974096324805e-01
9.747891971071362960e-01,-1.529167125349280454e+00,9.617713223261734612e-01,8.327970833013393914e-01,9.010464666841100367e-01,2.523768091673206371e-01
1.205891830063513304e+00,-1.067318153019280125e+00,4.494656419778824130e-01,8.472914177389316848e-01,1.125423453327176304e+00,3.192272590266540533e-01
1.412887560256993247e+00,-1.116908451013953751e+00,5.300000764438053125e-01,7.999243278191539019e-01,1.327353930895737832e+00,-5.799342590593692393e-02
1.213064445271003322e+00,-1.798479558558391034e+00,1.533827327151562336e+00,4.934478007496245766e-01,1.132327883492260767e+00,-1.043678356315806965e-01
1.209069406447563999e+00,-1.860970677320591626e+00,1.621419700910173844e+00,2.579301530112587670e-01,1.117044995231174731e+00,-1.385752200087697616e-02
4.668203532025962943e-01,-2.327842773666647602e+00,1.811017912387892892e+00,5.606950826205538974e-01,3.749971964542400116e-01,-4.653871496058403778e-02
1.099551939068473594e+00,-2.253161962249421890e+00,1.797535885791202048e+00,4.745017865660239309e-01,1.007445719342878299e+00,-8.878495205039920180e-01
8.059249219778674700e-01,-2.374154020029326517e+00,1.816115282799609432e+00,5.822066239732563986e-01,7.140076248938473924e-01,-8.956991134988356862e-01
1.685839231670031246e+00,-2.226494656230089575e+00,1.977108901505154392e+00,2.650343796177558886e-01,1.593771734208697666e+00,7.729764127136027341e-01
7.151360889222315720e-01,-2.083888963354139534e+00,1.731296721755832380e+00,3.783269128095740896e-01,6.231644678256262893e-01,-7.458241356453418902e-01
-5.817291661167667272e-01,-2.511280296958807945e+00,1.799045804659701986e+00,6.884375219916627486e-01,-6.739958371165295503e-01,-7.063266130445802204e-01
-4.135622079808722873e-01,-2.463705508230898289e+00,1.804223396867566720e+00,6.287521039230981046e-01,-5.057971326678059043e-01,7.611648314404924065e-01
3.058306688125718154e-01,-1.509751644503205092e+00,1.917601070613637049e+00,-1.212824429779229440e+00,3.099368496979675314e-01,-7.935208364424575223e-01
-1.803859553008626548e-01,-1.194038204849430684e+00,1.804710943077006746e+00,3.295335263526606440e-01,-4.356789628486676946e-01,-2.467055858868612894e+00
-5.601630381109226064e-01,-1.310197000404190959e+00,1.688649596477263870e+00,1.618440173111359570e-01,-7.230514122063969040e-01,-1.996574330573295697e+00
-7.873502316489462416e-01,-1.211255383496247617e+00,1.417723628810134251e+00,2.338082563651129320e-01,-9.237694602639727748e-01,-1.850821289455890195e+00
-7.872761603428841681e-01,-1.211188741855117712e+00,1.417768751389791859e+00,2.337584395399119330e-01,-9.239534398159694462e-01,1.068723289821698508e+00
-9.793042865768688543e-01,-1.423050597513514148e+00,1.745777262193527690e+00,6.848458196059681313e-02,-1.099530140195298600e+00,1.160459253128547807e+00
-1.919690615214891594e+00,3.088745722757071377e-01,-2.253552612715701287e+00,2.323941101105454266e+00,-1.979913093022938497e+00,1.502916828756555745e+00
